,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
1420,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,4806.0
1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,945.5
1422,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,572.5
1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,4239.5
1424,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,973.5
1425,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,794.5
1426,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,3787.5
1427,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,7285.0
1428,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,9193.0
1429,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,4231.5
1430,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,994.0
1431,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,1522.5
1432,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,2904.5
1433,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,2467.5
1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,4924.0
1435,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,10970.818237820515
1436,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,674.5
1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1390.5
1438,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,751.5
1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,8435.319196830345
1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,2281.5
1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,3677.5
1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2461.5
1443,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,647.0
1444,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,2765.5
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,4676.0
1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,1187.5
1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,14301.742128774602
1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,6366.0
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,5813.0
1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,344.0
1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,846.5
1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,2534.5
1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,3546.5
1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,837.5
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,15076.231878395341
1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,6083.0
1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,678.0
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1051.5
1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,1659.5
1460,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,15344.178171079855
1461,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,653.5
1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,13376.154851574496
1463,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,421.0
1464,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1232.5
1465,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,1573.5
1466,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,6804.0
1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,894.5
1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,5637.0
1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,8504.0
1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,846.5
1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,1060.5
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,4062.5
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,519.5
1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,13559.497143888311
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,5237.0
1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,979.0
1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,5382.0
1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,1669.5
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,4484.0
1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,700.0
1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,6345.0
1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,1003.0
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,3817.0
1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,614.5
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,3951.5
1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,7038.0
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,3814.5
1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,983.5
1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,1050.5
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,7136.0
1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,3992.5
1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,5546.0
1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,1198.5
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,13542.964327471525
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,7527.242515965398
1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,11461.4555647769
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,5110.0
1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,1942.5
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,4070.5
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,638.5
1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,3474.5
1502,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,768.5
1503,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,1884.5
1504,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,2567.5
1505,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,6351.0
1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,3089.0
1507,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,14877.075047595037
1508,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,734.0
1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,978.5
1510,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,873.5
1511,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,515.5
1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,13053.050088536247
1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,480.5
1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,422.0
1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,2121.5
1516,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,954.0
1517,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,1235.5
1518,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,2031.5
1519,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,2640.5
1520,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,918.0
1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,11897.80825474604
1522,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,2334.5
1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,7566.633560311326
1524,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1172.5
1525,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,964.0
1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,6178.0
1527,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1405.5
1528,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,1904.5
1529,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,14187.694650233017
1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,7335.0
1531,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,810.0
1532,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,1024.5
1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,4746.0
1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,6501.0
1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,3253.5
1536,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,1050.5
1537,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,1737.5
1538,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,1053.5
1539,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,1026.5
1540,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,617.5
1541,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,18955.19885048527
1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,13099.687829086135
1543,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,10661.0
1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,2829.5
1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,4299.0
1546,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,1448.5
1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,279.0
1548,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,1536.0
1549,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1089.5
1550,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,3230.5
1551,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,15721.307122065638
1552,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,2495.5
1553,1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,16881.705342991623
1554,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,8759.323317638284
1555,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,2126.5
1556,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,2726.5
1557,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,6399.0
1558,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,3100.0
1559,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,2577.5
1560,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,1654.5
1561,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,14835.2982244745
1562,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,872.0
1563,0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,3612.5
1564,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,5024.0
1565,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,846.5
1566,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,1923.5
1567,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,816.0
1568,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,6192.0
1569,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1282.5
1570,1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,13664.170358123554
1571,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,840.5
1572,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,2091.5
1573,0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,539.0
1574,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,1149.5
1575,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,6310.0
1576,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,1761.5
1577,0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,4147.5
1578,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,639.5
1579,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,521.0
1580,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,841.5
1581,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,579.5
1582,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,2830.5
1583,0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,1226.5
1584,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,564.5
1585,1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,5001.0
1586,0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,1853.5
1587,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,4841.0
1588,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,15537.967966754673
1589,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,6330.0
1590,1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,5313.0
1591,1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,10562.516625806365
1592,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,1761.5
1593,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,350.5
1594,0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,741.5
1595,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,2960.5
1596,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,6406.0
1597,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,853.0
1598,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,1185.5
1599,1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,6263.0
1600,0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,1563.5
1601,1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,4705.0
1602,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,1043.5
1603,0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,3894.5
1604,0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,1082.0
1605,0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,540.5
1606,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,3718.5
1607,1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,5498.0
1608,0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,2027.5
1609,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,396.5
1610,0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,608.5
1611,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,5675.0
1612,0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,1895.5
1613,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,14130.802806600197
1614,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,5625.0
1615,2.0,Very Good,H,SI1,60.9,58.0,8.07,8.15,4.94,14380.217071391455
1616,1.02,Good,D,SI2,58.9,65.0,6.59,6.54,3.87,4791.0
1617,1.0,Premium,E,SI2,58.5,59.0,6.62,6.51,3.84,4437.0
1618,2.0,Premium,H,SI2,62.1,60.0,8.1,8.01,5.3,13242.88728605739
1619,0.3,Premium,D,VS2,60.9,58.0,4.35,4.32,2.64,753.5
1620,0.71,Very Good,E,VVS2,61.7,60.0,5.7,5.74,3.53,3490.5
1621,1.0,Ideal,G,VS1,62.5,54.0,6.4,6.44,4.01,6758.0
1622,1.2,Good,F,VS1,64.0,56.0,6.63,6.58,4.23,8288.0
1623,0.43,Premium,G,VS2,61.2,58.0,4.9,4.84,2.98,1105.5
1624,1.09,Fair,I,SI1,56.4,62.0,6.97,6.9,3.9,3485.0
1625,0.72,Ideal,G,VS1,62.7,55.0,5.71,5.68,3.57,3088.5
1626,1.07,Premium,E,SI2,61.3,59.0,6.64,6.58,4.05,5012.0
1627,1.07,Premium,F,SI2,58.2,58.0,6.79,6.72,3.93,4791.0
1628,0.73,Ideal,D,VS2,62.3,54.0,5.77,5.8,3.6,3414.5
1629,1.0,Very Good,H,SI2,61.6,58.0,6.43,6.47,3.97,3251.0
1630,0.74,Premium,D,VS1,62.3,58.0,5.79,5.77,3.6,3517.5
1631,0.9,Good,E,SI2,61.9,62.0,6.14,6.18,3.81,3581.5
1632,0.53,Ideal,F,IF,61.9,54.0,5.22,5.25,3.24,2631.5
1633,0.98,Fair,G,I1,58.7,57.0,6.54,6.43,3.8,2734.5
1634,0.37,Ideal,H,SI1,59.7,56.0,4.71,4.67,2.8,644.0
1635,0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,882.0
1636,1.86,Premium,H,SI2,62.3,57.0,7.85,7.82,4.88,10567.01467708611
1637,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89,855.5
1638,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1617.5
1639,2.01,Premium,H,SI1,58.2,62.0,8.26,8.21,4.79,14384.058978085919
1640,0.78,Very Good,H,VS1,61.9,57.1,5.87,5.95,3.66,3190.5
1641,0.32,Premium,D,SI1,60.4,58.0,4.44,4.47,2.69,696.5
1642,0.43,Very Good,F,VS2,61.2,59.0,4.84,4.87,2.97,1078.0
1643,1.02,Premium,H,VS2,61.0,58.0,6.56,6.49,3.98,5291.0
1644,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,1527.5
1645,0.32,Good,H,SI1,63.4,55.0,4.36,4.38,2.77,396.5
1646,1.15,Premium,G,SI1,62.6,58.0,6.71,6.65,4.18,5811.0
1647,1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,8525.0
1648,1.02,Very Good,J,SI2,63.4,56.0,6.42,6.36,4.05,2057.0
1649,1.02,Premium,F,VS1,61.9,58.0,6.45,6.5,4.01,7037.0
1650,0.71,Ideal,E,VVS2,62.0,53.9,5.73,5.77,3.57,3618.5
1651,0.32,Ideal,E,VS2,62.1,55.0,4.39,4.43,2.74,741.5
1652,0.7,Ideal,I,SI1,62.5,55.0,5.7,5.73,3.57,1948.5
1653,0.7,Ideal,J,SI2,61.4,55.0,5.72,5.75,3.52,1337.5
1654,2.04,Ideal,I,SI1,60.2,56.0,8.19,8.26,4.95,14443.572403056545
1655,0.52,Very Good,G,SI1,61.7,57.0,5.13,5.16,3.17,1043.5
1656,0.41,Very Good,E,SI1,61.4,56.0,4.77,4.81,2.94,908.5
1657,2.5,Premium,H,I1,59.9,60.0,8.75,8.67,5.22,15737.513918659566
1658,0.31,Premium,E,VS1,60.2,58.0,4.43,4.38,2.65,782.5
1659,1.27,Very Good,I,VS2,63.3,63.0,6.87,6.82,4.33,6745.0
1660,0.63,Premium,H,VS1,61.7,59.0,5.53,5.49,3.4,2064.5
1661,0.4,Premium,E,SI1,61.0,59.0,4.71,4.74,2.88,948.5
1662,0.91,Very Good,G,SI1,60.2,58.0,6.29,6.31,3.79,3838.5
1663,0.31,Very Good,E,SI1,62.8,57.0,4.32,4.34,2.72,522.5
1664,1.2,Premium,G,VS1,62.5,59.0,6.72,6.64,4.19,7951.0
1665,1.5,Ideal,G,VS1,61.3,53.9,7.37,7.42,4.53,13783.929039360806
1666,0.77,Good,D,SI2,63.8,58.0,5.78,5.81,3.7,2819.5
1667,0.27,Very Good,F,VS1,60.5,57.0,4.21,4.23,2.55,507.0
1668,2.0,Ideal,H,SI1,63.9,54.0,7.92,8.0,5.1,14559.611865833089
1669,0.34,Ideal,E,VS1,62.8,56.0,4.46,4.49,2.81,866.5
1670,0.3,Ideal,E,VS2,62.3,57.0,4.32,4.29,2.68,664.5
1671,0.32,Ideal,E,VS2,62.0,55.0,4.38,4.46,2.74,741.5
1672,0.71,Very Good,D,SI1,63.2,58.0,5.65,5.68,3.58,2870.5
1673,0.35,Ideal,H,VVS2,59.2,56.0,4.6,4.65,2.74,846.5
1674,1.53,Premium,H,VS2,59.8,58.0,7.49,7.52,4.49,11039.403648790456
1675,1.06,Ideal,I,SI2,61.3,56.0,6.59,6.55,4.03,3418.0
1676,0.24,Good,F,VS1,58.3,61.0,4.09,4.14,2.4,384.0
1677,0.41,Very Good,E,SI1,63.1,57.0,4.73,4.71,2.98,908.5
1678,0.9,Very Good,D,SI1,59.4,62.0,6.19,6.24,3.69,4231.5
1679,1.38,Premium,H,SI2,60.2,60.0,7.31,7.24,4.37,6281.0
1680,0.31,Very Good,G,VS2,62.6,57.0,4.3,4.32,2.7,563.0
1681,1.02,Premium,I,SI2,61.2,59.0,6.51,6.46,3.97,2642.0
1682,0.83,Ideal,I,SI1,61.9,57.0,5.96,6.02,3.71,2880.5
1683,1.02,Premium,F,SI2,62.0,59.0,6.42,6.33,3.95,4381.0
1684,0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,3474.5
1685,0.4,Very Good,D,VS2,59.6,58.0,4.8,4.83,2.87,1060.5
1686,1.51,Fair,I,VS2,58.8,62.0,7.57,7.51,4.43,8679.255466603765
1687,0.41,Ideal,I,IF,61.8,55.0,4.77,4.81,2.96,1147.0
1688,1.72,Premium,H,VS2,61.9,56.0,7.74,7.67,4.77,13033.007501779297
1689,0.27,Very Good,J,VVS2,60.8,57.0,4.16,4.2,2.54,302.0
1690,0.7,Premium,G,SI1,62.2,58.0,5.69,5.76,3.56,2281.5
1691,0.32,Ideal,F,VVS2,61.2,55.0,4.43,4.46,2.72,846.0
1692,2.05,Ideal,H,SI1,62.4,57.0,8.14,8.08,5.06,14913.403541222706
1693,0.77,Premium,J,VS2,62.3,58.0,5.86,5.8,3.63,2302.5
1694,1.28,Good,H,SI2,56.8,62.0,7.22,7.16,4.08,5234.0
1695,1.21,Ideal,G,VS2,59.8,57.0,6.98,6.9,4.15,7788.0
1696,0.24,Very Good,E,VVS1,62.5,59.0,3.96,4.01,2.49,603.5
1697,1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,10400.374185357985
1698,0.32,Ideal,I,VS2,62.5,55.0,4.37,4.4,2.74,490.0
1699,1.5,Premium,H,SI2,62.2,60.0,7.29,7.24,4.52,6740.740356549015
1700,1.35,Ideal,G,VVS2,61.5,55.0,7.11,7.16,4.39,11200.0
1701,1.23,Ideal,G,VVS2,61.0,55.0,6.93,6.95,4.23,10214.0
1702,0.3,Ideal,F,SI1,62.5,57.0,4.27,4.31,2.68,489.0
1703,0.32,Ideal,H,VS2,62.1,56.0,4.42,4.37,2.73,584.5
1704,1.1,Very Good,G,SI2,63.4,56.0,6.56,6.54,4.15,4563.0
1705,0.33,Ideal,G,VVS2,60.4,57.0,4.48,4.52,2.72,833.0
1706,1.24,Premium,H,SI1,60.2,60.0,6.94,6.91,4.17,6059.0
1707,2.01,Ideal,I,SI2,62.1,55.0,8.12,8.08,5.03,13112.704195730366
1708,2.0,Fair,H,VS1,66.0,56.0,7.79,7.72,5.12,14521.64325243436
1709,1.6,Ideal,G,VS2,62.2,55.0,7.5,7.46,4.65,13948.972519820154
1710,1.3,Premium,I,VS2,62.7,58.0,6.97,6.9,4.35,6903.0
1711,0.52,Ideal,G,SI2,63.0,55.0,5.14,5.12,3.23,801.5
1712,0.4,Premium,H,VS1,61.8,59.2,4.72,4.74,2.92,972.5
1713,1.02,Premium,G,VS1,62.0,59.0,6.45,6.39,3.98,6475.0
1714,0.53,Very Good,E,VS2,60.1,60.0,5.21,5.28,3.15,1684.5
1715,0.41,Very Good,G,SI1,62.8,58.0,4.72,4.74,2.97,815.5
1716,0.9,Ideal,E,SI2,62.0,55.0,6.15,6.23,3.84,3820.5
1717,1.11,Very Good,E,VVS1,60.2,59.0,6.67,6.79,4.05,10548.0
1718,1.04,Premium,D,VS1,60.5,59.0,6.62,6.58,3.99,7840.0
1719,0.5,Good,J,VS2,57.7,60.0,5.28,5.26,3.04,1037.5
1720,2.01,Very Good,G,SI1,62.1,60.0,7.94,8.03,4.96,15012.048209724242
1721,0.23,Very Good,D,VVS2,62.6,58.0,3.89,3.94,2.45,550.5
1722,0.39,Ideal,E,SI1,61.1,55.0,4.74,4.75,2.9,878.5
1723,0.27,Very Good,E,VVS1,62.6,58.0,4.11,4.16,2.59,719.5
1724,2.03,Very Good,E,SI2,63.7,58.0,7.91,7.94,5.05,14459.954122293024
1725,0.2,Premium,F,VS2,62.6,59.0,3.73,3.71,2.33,268.5
1726,1.0,Good,J,VS2,64.3,59.0,6.27,6.21,4.01,3542.0
1727,0.51,Very Good,E,VS1,59.6,56.0,5.19,5.24,3.11,1752.5
1728,1.32,Very Good,F,VVS2,61.6,61.0,6.97,7.02,4.31,11157.0
1729,2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,14614.614275545275
1730,0.57,Very Good,I,SI1,62.5,58.0,5.22,5.27,3.28,889.5
1731,1.16,Very Good,G,VS1,62.9,55.0,6.65,6.74,4.21,7711.0
1732,2.03,Ideal,J,VS2,60.5,57.0,8.26,8.2,4.98,14169.62467307831
1733,0.41,Very Good,F,SI1,63.4,57.0,4.74,4.73,3.0,867.0
1734,0.3,Ideal,D,SI1,62.1,56.0,4.33,4.3,2.68,587.5
1735,0.4,Ideal,G,VS2,61.0,57.0,4.74,4.77,2.9,957.5
1736,0.59,Very Good,I,SI1,62.8,59.0,5.34,5.36,3.36,1032.5
1737,1.05,Ideal,H,SI1,61.4,57.0,6.49,6.54,4.0,4948.0
1738,1.08,Very Good,G,SI2,59.8,57.0,6.66,6.72,4.0,4399.0
1739,1.62,Good,J,SI2,64.2,62.0,7.41,7.33,4.73,4614.121081708889
1740,0.7,Premium,F,VS1,60.4,60.0,5.73,5.7,3.45,2924.5
1741,0.5,Premium,E,VS2,61.8,58.0,5.11,5.05,3.14,1469.5
1742,1.25,Very Good,G,SI2,61.4,59.0,6.97,6.93,4.27,5793.0
1743,0.53,Premium,I,VS1,62.3,58.0,5.18,5.26,3.25,1034.5
1744,1.2,Ideal,H,VS1,62.1,57.0,6.77,6.82,4.22,7908.0
1745,0.49,Premium,G,SI1,62.4,58.0,5.05,4.99,3.13,1203.5
